I|2601838|644192|650459|8833|0
I|2601846|645224|650461|2040|0
I|2601882|650470|650470|0|1531
I|2601898|650474|650474|0|5550
I|2601906|650476|650476|0|2768
I|2601910|639662|650477|7363|0
I|2601934|649462|650483|6846|0
I|2601946|650486|650486|0|4348
I|2601950|648344|650487|4989|0
I|2601958|623592|650489|7781|0
I|2601970|650492|650492|0|4590
I|2601978|650494|650494|0|5481
I|2601986|650496|650496|0|2069
I|2601990|643578|650497|2403|0
I|2602002|650500|650500|0|5369
I|2602014|645770|650503|9359|0
I|2602042|650510|650510|0|5690
I|2602062|638186|650515|235|0
I|2602066|650516|650516|0|6316
I|2602070|631564|650517|5037|0
I|2602074|650518|650518|0|8671
I|2602078|644842|650519|4006|0
I|2602082|650520|650520|0|4791
I|2602098|650524|650524|0|5538
I|2602102|648802|650525|2036|0
I|2602114|650528|650528|0|2248
I|2602130|650532|650532|0|9084
I|2602134|647118|650533|5002|0
I|2602146|650536|650536|0|6399
I|2602154|650538|650538|0|8828
I|2602162|650540|650540|0|2158
I|2602166|646332|650541|4101|0
I|2602178|650544|650544|0|5400
I|2602182|643482|650545|8073|0
I|2602186|650546|650546|0|8790
I|2602194|650548|650548|0|886
I|2602198|644638|650549|4111|0
I|2602202|650550|650550|0|2486
I|2602214|647704|650553|5510|0
I|2602222|647444|650555|3291|0
I|2602226|650556|650556|0|7440
I|2602234|650558|650558|0|7288
I|2602246|649868|650561|2500|0
I|2602258|650564|650564|0|7298
I|2602262|646352|650565|6471|0
I|2602270|649974|650567|4137|0
I|2602274|650568|650568|0|3839
I|2602286|639516|650571|2020|0
I|2602290|650572|650572|0|1430
I|2602294|647162|650573|5491|0
I|2602310|644334|650577|3648|0
I|2602330|650582|650582|0|5716
I|2602350|649574|650587|9710|0
I|2602374|646104|650593|8302|0
I|2602378|650594|650594|0|2679
I|2602382|649754|650595|6154|0
I|2602386|650596|650596|0|4410
I|2602406|649860|650601|350|0
I|2602418|650604|650604|0|65
I|2602422|635418|650605|9073|0
I|2602442|650610|650610|0|1620
I|2602474|650618|650618|0|1309
I|2602486|636992|650621|6863|0
I|2602502|648582|650625|9564|0
I|2602514|650628|650628|0|9878
I|2602526|648246|650631|4032|0
I|2602542|649746|650635|8612|0
I|2602546|650636|650636|0|8738
I|2602566|643058|650641|7474|0
I|2602574|631328|650643|7583|0
I|2602590|646398|650647|5224|0
I|2602594|650648|650648|0|1826
I|2602610|650652|650652|0|4716
I|2602614|647314|650653|1346|0
I|2602626|650656|650656|0|9083
I|2602638|608412|650659|7909|0
I|2602650|650662|650662|0|1275
I|2602654|642464|650663|7265|0
I|2602658|650664|650664|0|91
I|2602662|645428|650665|5208|0
I|2602666|650666|650666|0|4664
I|2602670|628858|650667|5380|0
I|2602674|650668|650668|0|3426
I|2602678|637418|650669|108|0
I|2602690|650672|650672|0|337
I|2602694|629016|650673|9280|0
I|2602714|650678|650678|0|4955
I|2602730|650682|650682|0|7533
I|2602758|634392|650689|9136|0
I|2602762|650690|650690|0|1966
I|2602766|648210|650691|9084|0
I|2602790|649052|650697|1885|0
I|2602802|650700|650700|0|4733
I|2602806|639266|650701|5399|0
I|2602818|650704|650704|0|1809
I|2602830|636382|650707|3351|0
I|2602850|650712|650712|0|227
I|2602858|650714|650714|0|7383
I|2602870|641032|650717|9588|0
I|2602878|622834|650719|6703|0
I|2602886|641964|650721|5144|0
I|2602890|650722|650722|0|654
I|2602898|650724|650724|0|2327
I|2602902|642278|650725|2547|0
I|2602922|650730|650730|0|7114
I|2602926|644854|650731|4530|0
I|2602938|650734|650734|0|7624
I|2602946|650736|650736|0|3121
I|2602950|628136|650737|3217|0
I|2602954|650738|650738|0|6338
I|2602978|650744|650744|0|225
I|2602990|647104|650747|6147|0
I|2603002|650750|650750|0|4795
I|2603034|650758|650758|0|4466
I|2603054|619682|650763|2216|0
I|2603058|650764|650764|0|797
I|2603066|650766|650766|0|9382
