2015-02-02T16:01:11,5050,11453,0,21972,kpWAVJTTqBBHtnyeHnokwvVkyLxvKNRvM
2015-09-13T02:56:14,3047,12368,1,13748,srURPNXmSNvelRAnXOKiYHUVbsuRVScofAzJbXtZ
2016-11-18T21:10:09,591,14157,2,8645,UzMHExrRNzoSTFOIZ pHzEcgCDLnRoEPdLUmEhkdsOKHJIFwB
2009-07-13T06:18:42,318,3068,1,22337,GixDQCJVj DxQZkzXsdvCjduGctaLhUpkHAhDnmIITiASHHt
2008-10-12T02:18:13,383,1937,0,16006,SRCcWUAXNNuDOPqsI VXwJUTRylxYoKynmD
2016-12-22T12:06:20,1056,14294,1,15037,ztmeYVLYpfSFkAoqixBkBFUWPrBcFgkxInSyHiEEPBmjE
2016-12-04T09:00:32,6975,14219,1,543,rljeIgKZiyglyJEIgGUCGsSkmdxKTqriDYUPzULYZ
2016-11-07T03:32:01,5206,14115,2,23374,WxfmXSTUDptJOHosQXReBHSJYWIGgSGHsiRB
2014-08-25T18:03:30,2781,10789,0,11524,UIeUVfBXREOMOiAsrsiuMlvYIlPFMkxpeZu QPvFAFPrXS
2009-10-14T20:09:27,528,3454,1,1751,VGKFbEZqZeZsAzUVzssYkiedrLwPMwtZmNKRrEF
2017-06-26T09:57:04,4456,15065,1,21085,OuaAzwJCE kaDHJNfrHLDVZlTWOjDXdE
2011-07-11T05:09:46,1264,6074,0,12267,vEkonAqNRMRNOfLjGGpTpMIVkZYTEoeAzJT
2013-12-09T06:20:40,4696,9716,2,1679,TkzmjDBAOpbDNLxmYeQPYWYBRLzpxgvLTFNLBDFT
2013-10-26T23:30:01,1391,9532,0,12151,DHRSkIFoNbReSQZ sMwMHygAuIKOVttVRUviOFixfvG
2011-03-22T18:16:14,2515,5616,0,9931,eVNtdKAtWsCVwjKGxHollwyjIxnjTLuxFtiENBTmIJLRXSgHJ
2008-09-01T20:37:40,675,1769,1,9003,YlJOTFMPeoVkMDBIOFIKNDwkbF fVHGCVyJYMJSTOYaTULpcwX
2010-07-09T19:56:30,2330,4563,1,10510,CHSrGOQDaLKKvDutHUVKeDTxRCGFFzdAPkBdBrpCmuV
2010-09-18T01:49:38,2001,4851,1,23565,RKBRoQLLJo ghjHYMfYgdcmtKPWjCmHK
2014-09-30T00:42:52,1938,10931,0,6710,SbVePxlDwPARtROUVHxfAXUlIfdVGimWvGAsIIPSzaV
2014-11-05T17:03:34,2300,11081,1,19601,HRRPlPvWDCCJkFYBdomEECKqJzWbLFTdrOFhG
2007-11-09T07:57:02,82,543,1,19642,QRqWTETrKsxYhCxDToQKTP TrwtvDcc
2017-04-14T05:17:23,4630,14759,1,11261,ERoiKGoulfquoUKIvMvTcAeOjliXKgBusysKNFDbBwFCGqKB
2015-08-21T02:09:43,820,12272,1,9828,vDHFf tVSwQRxxGZTROBHZLONqAjBVEEJddKWLHKAZZhqcSPv
2015-08-26T22:47:22,2464,12299,1,10415,GRQFywCVCUpKGIsfdRXykEpmpMrUKVCsavNKNIySJjl oS
2011-11-22T13:00:37,1493,6626,0,24892,RzODPgsWrCEDMlJEftZtnNemJESBeDBKwliL ygPv
2010-10-03T23:09:13,2385,4917,1,12281,JdxKTgtjyxfEuOMOmAdhA YzObKqc oBmPmBkOMxUzEPAx
2007-12-22T11:41:22,285,717,1,1942,DOBf leCHTWhyjUKhmRPkCuOH VQOHPdqJCQWeYdJELg
2015-08-19T19:45:00,1357,12264,0,4374,eXlOvDrrISSJMELAfrkyPIwbSyklroDt
2010-03-04T15:39:20,396,4035,1,9801,F CDBzmFtHJufGAnrvbRWSVkuTEpivTuLMkhLkIeJrRgEa
2017-01-19T03:36:28,6609,14408,1,11227,QNdaIhihJowGxLrICHLULZjq nChvHvdENORrFBK
2010-01-29T03:46:13,160,3896,0,130,SdmCKFkOxZWxgdKQqrHBmCvLA spjCZwcUINSwlj s
2008-09-19T13:05:46,128,1842,2,9566,TbMmQDQoNjKOlCxRHvepSEkArZaFCAFkEc
2015-10-19T07:22:19,6196,12518,1,437,hEBMKAIRvA CEYvStBMFvMTPhmKnPANGuTIQUWnClCB
2011-12-08T16:12:13,3170,6697,1,4466,EvwRrLLfHFaAmtSggULZWoFMremmInzbPdFPQNeOckbypvfz
2010-01-23T16:24:18,686,3871,2,4350,EGtLiBCEGGUMSgzmawjTXj vNPBBjG HTpHBMYcQXNRM
2016-03-09T23:11:10,2228,13107,2,10647,FQHRKoeNOQIAkQDskTElTnAGDkUUfJLMCuTHduD
2011-04-16T23:47:13,2569,5719,0,16981,rISJOLL lSPhxB imLWnHQbAGATpJGNvcpCwuIAVxGLCBLS
2008-03-13T16:13:42,136,1058,1,2389,JPZSisoeYdZTKPtOWkHSCybQnyOzXG VU
2008-10-28T08:42:37,870,2007,0,23507,RSFfhKHGz  GwgSkHqzkcSHRACTqnuCmAIlwlRQMRVXRxCqRJJ
2013-08-02T13:10:07,4023,9183,1,16606,YSbVeTXfLaJaygGKyjfIjekIzRtkkC
2012-10-08T14:29:36,713,7953,2,3115,NcvKdbilBTnNrvCNXatdOPhANGmFjWPXxn
2007-11-17T13:16:39,307,576,1,19697,AXINgrAoivqXLHuWiJhNYMCLwyPqV IwvOKxd ciJtUZAfiYL
2011-07-26T16:05:45,2333,6136,1,10678,hIUjfCJIZxAFdQLNQwtiSzjA wXvwCrmgDZmmA
2016-06-01T18:39:33,5493,13451,1,4715,RfoJupEbAsMDXTrfXkuFLwiTXTHu tDdRIeF
2008-04-11T10:51:25,216,1178,0,16347,QBwQRuiN aKuofRNCISO wSNuIIUcqmLsicSIDJBL
2012-06-28T17:59:07,3305,7533,1,250,UXNFISRJafkxfwCdbIxDH kDbBmOTIIRDcnLgY
2008-09-11T09:01:15,551,1809,1,17912,JojEUwENUPFIEZvEyZcivIcQhMrmpWMoGXvIFEnQoiHrNSu
2007-07-21T17:28:21,36,88,1,16333,tcSfffCEyVrLwQHTCSJDUSHDTJfNWBWE
2012-02-23T21:36:46,398,7014,1,15709,gvDDiXbcSAxHAIBBIrpSRHRlTtRIUFQDEofFxJbvqECWOtCvJO
2014-04-07T04:19:33,508,10209,1,1222,NrlNRSIRzVsIYzlxBYyoRgdNKHpVcORyPTJtVBXVAmtRt
2009-02-07T13:50:33,14,2428,1,7734,lgirXJRLqercRNsUQKPBZOvQWOYJShpfGBM
2013-12-08T20:35:42,239,9712,1,1137,XcKAwTZPKIaDXsviTEvXLHUHRXCtjMVHYHtxZL L
2014-09-15T13:04:09,3042,10871,1,13690,oatAmtBTLojGbUMFYKnUduKQiRzlAbBuDHHhByDSbWJanTlTNW
2009-12-20T18:08:36,169,3730,0,23793,wVOPdntTTikniQRFjvCRCeLiAWjU LLHgqEI cNGLsVg
2009-04-01T23:36:02,1364,2646,1,12700,wSLVAMzRQrerOPfBkktkqVOmclnvQqRznzTNENn
2015-09-19T22:28:57,595,12398,2,9931,TtUPVYJMuABZSAdlyXYikQMkgHqXwwwWVsS
2013-10-18T08:28:01,1554,9502,1,14583,iLLbCIAGUIxCLsheMgomnVRwTVVgRGFgVSGcXb
2016-09-05T09:23:41,4194,13847,1,18984,uQASpUL XWVXRZXRHJjZ  lkligHHpISarDPAIOYPxgIFUp p
2016-08-17T07:18:01,1925,13765,1,7570,KIn vHCDqhHXnCSpRycpoWqCEqV FMRTAoKE
2009-10-10T18:33:39,1051,3439,1,11452,kBALeaBoeAQLVEgUQjbQCCnvcHNZgtS
2014-08-11T07:14:12,475,10724,1,18022,BfFzJEHBKQEzJrMrvYVLIcVPVBHexFAJHX
2007-07-30T16:57:41,77,119,1,16763,LrHeOHMrzvnPdJSbFVHGhRTAafEyROqyo
2015-10-10T10:42:46,6064,12478,1,3610,jfYPOQeNfktxIHIBzGlo BQSYDweBZSGkFgAGQa
2015-03-11T22:25:21,626,11606,0,860,yNjuoyzUwoTWqiKLwhSAdVTGyOVVWMDhAgWSNlw
2015-07-17T10:36:04,2770,12128,1,6577,FNZBEkWpKSLGfAUlyIPIiAMqIkOMKI
2011-12-01T23:36:26,789,6668,1,22494,CcelpXysncBWV hjSgLnYPULqCYCusLrTMKYknWnrjDVOF
2007-11-10T13:52:30,99,547,1,15811,zmKdyzCCUl SLyPIENucKrTVQvcGYRORKMOpG
2008-09-10T19:28:27,107,1807,1,4971,ToibxauDUZIpocGkhNUQvQxggkwyTNZAUNYf
2012-08-13T17:35:15,3967,7724,2,22896,zTpuIKLiZikCDzBbGSfVJJvOBBRJRNiOAQjdDsqLSd
2009-01-07T10:40:11,843,2297,1,19478,OIcaGvxKBUAQttAPUiMQiiuqADjISPeuyXNYxtgKa
2007-10-13T00:20:08,58,430,1,15006,VTVRqdcLHjrbudbizIihXM KNFqeIY
2009-11-07T17:30:26,1214,3552,1,12820,swLajxIcBMexRYfCjHMBFNMchJSCzo
2009-06-16T18:21:58,318,2957,0,18097,YheJOPGAuJoiRPrdSpwEUwrFMRbTfHXVhfosiWSD guxWkK
2013-07-07T08:04:18,582,9073,1,15204,QyTzmVRSOlqSVUoITlKEboQLDjMViuVmC xTCXyNKLOpKRK
2013-08-02T15:30:52,1928,9184,1,12137,cMMBsAtqb wMKTBCRfbhVlHUVQdSMHxxbGerIHQCC
2011-07-02T19:56:16,1322,6037,0,14109,hvGmuMUCRDGACQAVjMBVd uxHPuUENwUfCsMglWCLbM
2008-05-23T01:17:34,399,1351,1,9013,WhNgQHIbdQINVARWOOCTHZkFTAJztmZpvFeiRiO UlgdETpO
2013-09-23T00:30:01,1486,9395,2,10995,OUzBvmfDeEe TxMBxECkgaIFRMjrsjXX
2014-02-22T21:32:34,194,10029,1,6281,GPJDlfsKxCcJjZlCzDBCCKLhKDuqqcSFizktGOBGMecRZ  ICp
2012-08-05T01:49:33,3068,7686,1,18032,M FXbCoauVLYTcPwKYATJIbukDDYJLAsGCAXXy
2007-11-26T14:09:16,116,611,1,5019,EqReVvxWNUIDxsUVTYqAIvC DVe pPvhj KsOi
2015-02-12T05:21:01,3752,11492,2,22456,uDpO fxjgMChKayNiaKHuRiKEmVh yvXzF
2013-09-05T23:38:39,4374,9324,2,6308,jhazDBsFJPbLSzDCenBLmBlIUUUVSz
2007-09-09T01:03:30,66,289,1,10998,NM qADCTQeKNybBzdIIlarFJRzgCTUNBqLJnGzOUkheMW
2012-04-06T19:34:17,2397,7189,1,19113,raNnMFyEfMhFlJLAAfDyQaSLQLBxUfRlduQtBb
2014-09-14T11:16:07,3020,10864,0,19229,QAASUzqynJMTDNNoMRWguVlSkJKLOi
2012-10-17T22:25:35,1655,7993,1,18431,DGacYenVYVHkqGhVqtAXxuXSsnmISfVW bXAPNVDPGfolMNWv
2017-02-28T15:48:54,2833,14576,1,15763,XxDHGCkaQsSSDqoLNYGnZrcHGFHiqCIrF  OUTgMSHqBtPM
2013-05-27T05:52:31,2531,8903,2,9985,YdUVUcsnoNGDMkUTZWdLSgKoUMsQwcDNUAUPnLfjS
2013-08-29T07:38:38,2198,9293,2,16845,jQwRZxKJJrcNxJajvOCxgYhkaulDvE
2013-06-30T13:18:03,597,9041,1,17193,oKdsUDcYQBCaaiUoLCtvMDBxLxodefphDiubyNP
2016-09-20T11:07:24,3806,13911,2,16473,AHThSKQGzxGvPFRSDVMMPBZRqkxwKQpkZYewNz
2013-05-01T02:26:22,3476,8797,1,5660,DocNAJdTJQTkFkMSMyHLsISQrNjOSpKtHMc AXEyQOG
2011-08-22T14:09:59,1200,6247,1,2846,WDppXHQsHkVHpRCJbQkINRQVQPLwkiPANl Mdjoae
2016-10-08T07:20:25,3298,13981,1,9484,cOHYYkNjAeuI VjdAyhHe UxIlzEcjBVelYUSqsPAoOhxy
2015-08-21T06:50:56,2283,12274,2,20310,
2015-10-16T01:20:32,3620,12507,1,11418,EywHMPVTWaMPeqsSNWSHZEuyJLOUIMilSUCwsQHpRETUOMuQx
2009-10-30T22:06:50,1699,3519,1,24707,ujsQkHjBCpVZLNsYMFLKqEcSqSMNRipfVHVtaR
2013-10-02T16:44:56,803,9434,1,22275,nrdAx JfkUUVCPSiokllTTgcPfH ERqbGeoVOdutXBtDoUn
2015-01-02T18:54:50,786,11320,1,5735,dxaaiDeNtQPrHEVbVkOkGwqLrJVvglQFIKiMGT UUX
2015-10-18T05:17:32,6387,12514,1,17520,tVKSLUJSwpMPXwbqkRlCnvvggjTGkEYFSjVVPNRbXNp QFMQU
2014-02-14T08:32:13,3261,9991,2,10991,DZLVWQLbPcDtGBGELCDNAIyrPuEgCIeRlOOiE
2010-10-03T07:05:21,829,4914,1,20307,aetGvHyyXhxnSvDLtOzdJxoLxpAaLzwfTPmCXikHGfFpVSQuD
2011-12-19T17:29:25,27,6738,1,6383,TylFKMcJGbtAaXOISfAGjIAUKvOalYkAwdc
2012-01-22T15:16:52,431,6878,0,22794,LNfnhcfTwbFBnNKHKlLfYvssRjimsEQQDrgZA
2010-02-15T02:18:52,878,3967,1,22429,noyAVCQQFLklkLqQBQZJkEZ pfIY LSeDmreng WvszuL u
2013-04-14T08:49:13,3448,8728,0,5803,uDgRIKlpKfqudiDSiLYEBDLhkKGVCHUKXNZHIK
2009-01-14T18:28:52,630,2333,1,12199,IHTQOGKTAFRHJlbuFpRbQnrCmNHEwvRnqEXJSVZ
2017-02-27T22:26:34,3130,14574,1,11674,TPjFAJeIJKskjbNAlNaiHGKnkIDVPyvyJZnhvQg
2013-08-03T07:17:04,1573,9187,1,15542,GcOxRLEMJErJRKNQfmShyALjThAyZoKHslC
2015-03-30T01:25:27,6000,11678,1,24025,xTLTLedKawWpMfJeALVjkiHSJMIlmCCNmQIivZIzyQ
2011-09-06T23:40:22,1095,6311,1,16893,BmEkJYmFAqLCsOASnhXwomRKuAhNSitiukPevWPYxDkjwKdvN
2009-03-05T03:01:42,458,2529,1,20583,QcM UaLjiJlhoXZMFNgPFMateldCotEhSvUQFA
2015-04-24T11:12:31,3390,11783,1,8061,VPBVgRGNSGuAMUhxTvKAKzoJs HBHAhlRHPTNLqOlT
2008-10-23T02:32:01,700,1979,1,9207,RIEFARkAYwRbtWoaBrWPspdvVVLQfhKNIaTGnXK
2011-06-16T08:15:27,2826,5970,1,96,AfVagpXzFzUBPgQURZIVXFJxDDSDAG
2013-03-03T17:07:13,2567,8556,1,6117,OtI GvOQAvvCerQGe prQwGPSpuLUWKusCKNdkzykeBkH
2011-06-05T06:11:21,3022,5925,1,3350,sNUmMuOCNyMPSPgzqWlNfxDqvMGfEuMSvIxdlfMLKLwqvaO
2014-11-19T01:48:03,1473,11140,2,22766,XMCNzpWLjVQLcVbSkVLZrOKRRHuwalwMOLCkQfPXcKXNZG
2008-10-14T07:38:34,38,1947,1,6349,HLEcHUOKDaNCKYmJrrPQMTjnpCFCWdeHdZB
2014-01-27T17:01:24,1963,9918,1,10459,ybBJXRsQBaCurYCWazNfMHOwwoMsuNMmQLaTpJUOGtD
2014-01-28T05:03:53,4691,9922,1,10207,ZhBkOLTLADVRgRWmITuDangRIVYpQTMV
2015-05-08T23:24:56,5657,11844,1,15497,sJsAbNqLNIuEHlQHCPuBgJMfNHCwMsQNWJMoHCrSS
2016-03-25T13:14:42,1058,13171,2,4578,TqgQciXFpYfMceNi XwRvCFNVLtIRtKGDI mKiReCQuD
2016-01-11T09:37:01,6315,12865,2,11670,RLKZyqNVEPhKFouLzqbGNEOfFGZNpWDDQybxEsKOQOMKlpQcN
2008-05-27T19:28:43,414,1373,1,13328,KGTVquItHQRoBWaquxobDxQaiZqoIjaDwEvPXPClSv
2008-07-03T12:27:46,169,1519,1,20079,pVnCCADfCWREsbedfCarTwDJLrHkMl
2014-03-03T02:37:28,2273,10061,1,21156,FFaclnBCXMusLuCURWQawvDaTnImSHjGkjGMqBiEyYcGMYFTqk
2016-01-10T19:17:03,4945,12863,2,23224,YToLqfRFkNLLIsMFVziKDMNwySCpCb
2012-09-05T03:37:30,95,7814,0,6182,AkjzY fSAahSPJkEc zzxLFjGYFENDtBk
2013-09-05T23:09:18,474,9323,1,8187,Ms QOAKMOfRHQNZsRnahYVjCfNVfju
2015-11-26T23:11:18,2942,12679,1,15156,cvxaEXNpCXvIwFHOyaGbgfksJPFYSFPpUdEvw
2010-05-31T17:52:28,1824,4399,1,2842,URCfpDOidCFqTEkwBlNQHMRHmTI DNnheLM
2011-02-24T16:15:37,231,5512,2,6533,bZOjCVdTvBgGrCVIbGKoODLathBXBghppe
2008-09-28T04:56:07,804,1879,1,14014,lgGoMbNHGdaQjHXIFuTFCLDWIEmODLVbrR
2013-07-08T04:53:13,63,9077,2,18741,TkrmZTSQPuHLKeSOBmHtRpJUQRyOjVkINFRVOgDy
2007-10-04T20:02:29,206,394,1,1549,MfxsCzFBxaomIKAKKSCkzTIctAVIxCWDGghQdLC
2013-06-20T18:15:47,543,9008,2,22633,ZHLRJmBSjUYJUBQlVBjcIsYltifWMKbFPcbXZX
2007-12-21T07:18:39,190,711,1,1802,dqwykegYZhsegBvuuQb RqupGTRMEKUTBaHNgCCZ
2013-02-22T04:39:03,4285,8518,1,5349,GHGHCQEacXtR eCRcPmaPxfbD qQPqasaSIuCVAzIEPTLBUL
2015-05-08T14:08:44,2190,11842,1,4387,PgPFTwXFWnQDDXxBTncdaAoTLhZPaLoBB
2016-03-02T10:57:08,1702,13075,1,3569,YXvBxCejvnsHqKZsrALkfgSyYxPUxJFg
2011-05-30T01:10:48,1965,5901,1,13239,ezCmGADQ PnCrkG MzULVxZHOLqlUaw
2008-11-22T21:49:36,593,2108,1,23114,luDESrIbZRNAMLGIhOdZTFtEeKgQJUICLkIr EIfJPfsPfBN
2008-07-12T00:28:37,219,1555,0,9473,guGChGKKLLOIppTCOhSNLlPIeatRDTFdFHaNKRyY
2014-02-24T16:42:18,3802,10034,1,3494,mfJcYMnCIVvcamOOuploDaiapAZtOJ
2013-03-11T02:13:30,3195,8586,1,14788,hUbrAJUuEzdFSgArmxlOeWPUJIMDiIbmee
2008-02-03T22:46:29,455,899,2,17817,GPijLqyYSWsSzCpzUEhpjmkDfOUAOfWRMHKJPLelEQ
2015-07-17T06:02:05,1713,12126,1,23834,qEpIdtRLAJJiGzeFsGsjRMTADNtxyqbVUAzXUyClqHtGiO
2016-01-11T06:47:24,1211,12864,0,1382,tBJnduoeYUOYfXPweFHjiRTAnNzkzWQrpbYmDlPiyw
2016-10-24T22:44:46,4165,14050,1,2208,ZVrrpjiXKIQtJsGGkZbzveJrDaPMHe
2011-06-07T00:03:57,1958,5931,1,4827,y sGyIEDpuQUFEbwhZLEjdQVLQUnCRNzJTWkpyq
2012-09-30T05:46:31,3975,7919,1,12097,ONyUPAfAMHGCHQ TJMESJFanUDo KlIRPEDPJIjDJDr
2008-07-30T12:04:59,351,1632,1,9596,RVzq KlEaS PqYuFokdWAllAWyzAKSMlLYPNc
2007-10-07T16:03:16,21,406,1,6748,IcZRAYeIGRsHReuJUwZTSiMDALMRz C
2010-09-16T01:07:04,718,4843,1,7454,
2013-08-20T22:26:21,2830,9260,1,659,CGjIQRtGRBICejNdBsBImoaLOezoDVrqICICb
2014-11-05T18:48:05,508,11082,1,2678,aGpLdLIeKOUXCOqnzcaHgTjjOcmcpAkphBPqGKSPru
2013-06-23T05:45:20,3603,9018,1,7225,WGzwLbxkvmqMQkhMQZlFMMKrHrjToIVjVdZwzNDaIz
2011-01-02T23:45:14,745,5293,1,18376,PMomasIbLROTZsSWRVbdAWPKSfcNGDFC
2009-10-21T13:45:02,739,3482,2,11592,cRjiDsGMC MNTqmIf YNyJdsKKTQEyiQ ZNCQtMk
2010-05-28T06:24:07,61,4387,1,19291,ljeDMsHTJr MOPWWUjBbMcHKoOVURVFTkpdEuRN
2016-08-09T07:59:46,3335,13737,1,18642,VssJxVrNNEWwFLWUyEzxtKbVoeshjjS
2017-02-27T20:23:30,266,14573,1,5742,BdgJWjBWrNvhDcECIBQVTTKktvlsbEKHtx
2008-02-10T08:05:36,122,925,0,6939,zwKHbaCxEXnNDOatRzO NRFmIDraVzbmyTuHQcFaS
2016-01-20T16:39:26,3784,12902,1,20072,unxMHPBGTJOqZIFIPuMCtUepjqMVdFCKptWWKYPyTA
2007-08-24T11:09:04,107,226,1,946,VliFGYyltDOTRyuEwJMTOqKOjPRxHHczM
2012-01-03T18:59:26,3023,6804,1,4445,FOfRvUkYBcyPVHMqtlTxCSbhhWdcTLnznTATuuDTon
2010-07-29T11:17:33,1097,4643,1,4783,UVvZwICLheQoIdNjzYQizHfrbngBRRu
2009-12-01T16:02:48,1434,3650,1,15982,MJzVDRMJFlAKQppGUyOFKnLYOKJkaDLQfvWjTp
2012-11-23T05:59:58,3627,8143,1,13990,
2008-09-25T06:45:13,363,1865,1,5861,DCEFhczKjwamifdrXR nhvnrHKeNSUyV
2013-08-02T06:43:31,2307,9182,1,13891,eDAsbbBGTNTpRZfWlbVOQZLLJemYCghGvw
2008-11-24T07:20:37,228,2114,1,13846,HAHKndjPuvEGqyWVBy K GegcYQkKbpNdtANMeFe caZKAKJgS
2008-06-18T06:38:09,61,1458,1,13209,IgBKtBfPWmWRCLxjJMAVaZdxHrrbAmYrwfdIKq
2008-12-18T14:41:22,177,2214,1,13263,KankJKpULBMLQ hmKUdUHnVjDilKbCSeBEVAw
2013-09-12T15:20:15,522,9353,1,22425,ZFxRSTbNnoVXMtQCvCyfq cdIm BvQNHAJmGOIfRBfkI
2010-05-22T01:37:04,1903,4359,1,2372,rQOMMiFaBvuPJjipAOyDUPIkXouULfaaoEQOz
2017-01-25T09:33:14,2932,14431,0,2777,rxxArWwsNOYhABFxSANjDPpH AT IPRZKgAJQGLskIYgv
2011-06-15T02:16:28,1556,5965,2,4347,kIFWRdpRWtBVuBlNkOLuUavxiFHbAzK
2015-01-20T11:02:21,4855,11395,1,11871,
2009-10-02T18:02:39,671,3406,2,16265,
2007-12-23T04:41:58,256,720,1,12421,lAlfCtRCKunmfXBOjBdyDRbGdzepGRStmLDO
2012-09-13T21:48:16,3690,7848,1,15388,KROYtKNRTKKM AzPswTYAEnfsjeOTufjHNNRHuuRauAOuNv
2012-04-15T14:04:23,2002,7228,2,2283,nuUMBvqYGrppnztbeUqtTOLuATHPEEfcujGMjF
2013-08-19T14:53:28,2011,9255,1,13829,CwnaMJUyuHdoEoLrjLNQAYxSPUUqjFpR
2009-02-17T02:57:05,269,2462,1,1768,tqxFLtgaWTsjmqjPZSVFPhdJnJONgAYAdjaEnHhZqSlLaue
2008-02-12T10:14:45,13,934,1,11240,CowzmoNSSnnlaRlFBYTnqEWRcsjcVSqSeJfdDSRsAT gLwd
2016-05-22T17:48:42,6065,13414,1,19676,umSGFMJWJEiVJcPPcOMfcLZAITqSugobMJINYwurt
2014-11-10T09:01:15,1537,11103,1,9313,iWOMvxn rTKIXgIg UzQSVFSQAFbWEXEmQZzqmkdm v
2014-11-03T02:21:42,5422,11071,1,13468,srEUROnsjyedJLRPFOfxHPVYEbVvSMMuKZMumDHKidRQfO
2008-02-03T16:41:58,279,898,1,15457,AqyILoCFLtfTMMzsVxPqEyGNFHbFrjbtDSeFv
2016-04-30T07:24:08,4256,13318,2,13096,ErdquESTUYFD bqtArRVHHhJzLzIhHLi
2016-10-08T20:58:53,1919,13984,1,625,BI ONbeMHSDprqjFhVqaRiZUGOPVprPtUfDG
2012-04-25T17:00:53,1868,7267,2,5493,KQQAlODUfIIMNTiDUiPCijRSdgkNANtHHk rZrDKHVJtfX
2008-05-13T17:30:04,229,1311,1,3814,XrS MnpDTBELGWVTIpiJxVLmJbDmOPD r
2009-09-09T22:10:46,1127,3310,1,17725,bLQrCECSGKCLNovVnyGAqSlSEnkXUMsdEsErObIBi
2012-01-12T07:44:57,2670,6836,0,2433,uPUHXyKdAODsFglq hEiAGmprbvizOXTNWFDRvHkHUHjXk
2013-12-10T09:27:58,316,9719,2,7536,bvLcWBDLzkLEsKkNZlAkzSgSm GyriTiBiHUIOFdCk l
